"lang"
{
	"Language"		"Portuguese"
		"DOTA_Tooltip_Ability_invoker_retro_soul_blast_level_2_wex_no_mana_cost_cast_range"             "CAST RANGE (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_soul_blast_level_3_wex_no_mana_cost"                        "Soul Blast"
		"DOTA_Tooltip_Ability_invoker_retro_soul_blast_level_3_wex_no_mana_cost_Description"            "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font> <font color=\"#FF6600\">Exort</font>.\n\nDamages the target unit and heals Invoker.  The damage dealt increases per level of Exort, the amount healed increases per level of Quas, and the cast range increases per level of Wex.\n\nDAMAGE (<font color=\"#FF6600\">EXORT</font>): <font color=\"#888888\">75/150/225/300/375/450/525/600</font>\nHEAL (<font color=\"#0099CC\">QUAS</font>): <font color=\"#888888\">62.5/125/187.5/250/312.5/375/437.5/500</font>"
		"DOTA_Tooltip_Ability_invoker_retro_soul_blast_level_3_wex_no_mana_cost_cast_range"             "CAST RANGE (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_soul_blast_level_4_wex_no_mana_cost"                        "Soul Blast"
		"DOTA_Tooltip_Ability_invoker_retro_soul_blast_level_4_wex_no_mana_cost_Description"            "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font> <font color=\"#FF6600\">Exort</font>.\n\nDamages the target unit and heals Invoker.  The damage dealt increases per level of Exort, the amount healed increases per level of Quas, and the cast range increases per level of Wex.\n\nDAMAGE (<font color=\"#FF6600\">EXORT</font>): <font color=\"#888888\">75/150/225/300/375/450/525/600</font>\nHEAL (<font color=\"#0099CC\">QUAS</font>): <font color=\"#888888\">62.5/125/187.5/250/312.5/375/437.5/500</font>"
		"DOTA_Tooltip_Ability_invoker_retro_soul_blast_level_4_wex_no_mana_cost_cast_range"             "CAST RANGE (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_soul_blast_level_5_wex_no_mana_cost"                        "Soul Blast"
		"DOTA_Tooltip_Ability_invoker_retro_soul_blast_level_5_wex_no_mana_cost_Description"            "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font> <font color=\"#FF6600\">Exort</font>.\n\nDamages the target unit and heals Invoker.  The damage dealt increases per level of Exort, the amount healed increases per level of Quas, and the cast range increases per level of Wex.\n\nDAMAGE (<font color=\"#FF6600\">EXORT</font>): <font color=\"#888888\">75/150/225/300/375/450/525/600</font>\nHEAL (<font color=\"#0099CC\">QUAS</font>): <font color=\"#888888\">62.5/125/187.5/250/312.5/375/437.5/500</font>"
		"DOTA_Tooltip_Ability_invoker_retro_soul_blast_level_5_wex_no_mana_cost_cast_range"             "CAST RANGE (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_soul_blast_level_6_wex_no_mana_cost"                        "Soul Blast"
		"DOTA_Tooltip_Ability_invoker_retro_soul_blast_level_6_wex_no_mana_cost_Description"            "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font> <font color=\"#FF6600\">Exort</font>.\n\nDamages the target unit and heals Invoker.  The damage dealt increases per level of Exort, the amount healed increases per level of Quas, and the cast range increases per level of Wex.\n\nDAMAGE (<font color=\"#FF6600\">EXORT</font>): <font color=\"#888888\">75/150/225/300/375/450/525/600</font>\nHEAL (<font color=\"#0099CC\">QUAS</font>): <font color=\"#888888\">62.5/125/187.5/250/312.5/375/437.5/500</font>"
		"DOTA_Tooltip_Ability_invoker_retro_soul_blast_level_6_wex_no_mana_cost_cast_range"             "CAST RANGE (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_soul_blast_level_7_wex_no_mana_cost"                        "Soul Blast"
		"DOTA_Tooltip_Ability_invoker_retro_soul_blast_level_7_wex_no_mana_cost_Description"            "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font> <font color=\"#FF6600\">Exort</font>.\n\nDamages the target unit and heals Invoker.  The damage dealt increases per level of Exort, the amount healed increases per level of Quas, and the cast range increases per level of Wex.\n\nDAMAGE (<font color=\"#FF6600\">EXORT</font>): <font color=\"#888888\">75/150/225/300/375/450/525/600</font>\nHEAL (<font color=\"#0099CC\">QUAS</font>): <font color=\"#888888\">62.5/125/187.5/250/312.5/375/437.5/500</font>"
		"DOTA_Tooltip_Ability_invoker_retro_soul_blast_level_7_wex_no_mana_cost_cast_range"             "CAST RANGE (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_soul_blast_level_8_wex_no_mana_cost"                        "Soul Blast"
		"DOTA_Tooltip_Ability_invoker_retro_soul_blast_level_8_wex_no_mana_cost_Description"            "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font> <font color=\"#FF6600\">Exort</font>.\n\nDamages the target unit and heals Invoker.  The damage dealt increases per level of Exort, the amount healed increases per level of Quas, and the cast range increases per level of Wex.\n\nDAMAGE (<font color=\"#FF6600\">EXORT</font>): <font color=\"#888888\">75/150/225/300/375/450/525/600</font>\nHEAL (<font color=\"#0099CC\">QUAS</font>): <font color=\"#888888\">62.5/125/187.5/250/312.5/375/437.5/500</font>"
		"DOTA_Tooltip_Ability_invoker_retro_soul_blast_level_8_wex_no_mana_cost_cast_range"             "CAST RANGE (<font color=\"#CC0099\">WEX</font>):"
	
	
		
		//Soul Reaver
		"DOTA_Tooltip_Ability_invoker_retro_soul_reaver"                                  "Soul Reaver"
		"DOTA_Tooltip_Ability_invoker_retro_soul_reaver_Description"                      "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font>.\n\nInstantly deals damage to the target enemy unit.  For 8 seconds afterwards, Invoker's movement speed is increased.  After the 8 seconds are up, the target enemy unit is dealt more damage.  The initial damage increases per level of Quas, the movement speed bonus increases per level of Wex, and the delayed damage increases per level of Exort.\n\nINITIAL DAMAGE (<font color=\"#0099CC\">QUAS</font>): <font color=\"#888888\">50/100/150/200/250/300/350/400</font>\nBONUS MOVEMENT SPEED (<font color=\"#CC0099\">WEX</font>): <font color=\"#888888\">5%%/10%%/15%%/20%%/25%%/30%%/35%%/40%%</font>\nDELAYED DAMAGE (<font color=\"#FF6600\">EXORT</font>): <font color=\"#888888\">120/160/200/240/280/320/360/400</font>"
		//"DOTA_Tooltip_Ability_invoker_retro_soul_reaver_initial_damage"				  "INITIAL DAMAGE (<font color=\"#0099CC\">QUAS</font>):"
		//"DOTA_Tooltip_Ability_invoker_retro_soul_reaver_bonus_ms_tooltip"				  "BONUS MOVEMENT SPEED (<font color=\"#CC0099\">WEX</font>):"
		//"DOTA_Tooltip_Ability_invoker_retro_soul_reaver_after_damage"					  "DELAYED DAMAGE (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_soul_reaver_half_mana_cost"                                  "Soul Reaver"
		"DOTA_Tooltip_Ability_invoker_retro_soul_reaver_half_mana_cost_Description"                      "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font>.\n\nInstantly deals damage to the target enemy unit.  For 8 seconds afterwards, Invoker's movement speed is increased.  After the 8 seconds are up, the target enemy unit is dealt more damage.  The initial damage increases per level of Quas, the movement speed bonus increases per level of Wex, and the delayed damage increases per level of Exort.\n\nINITIAL DAMAGE (<font color=\"#0099CC\">QUAS</font>): <font color=\"#888888\">50/100/150/200/250/300/350/400</font>\nBONUS MOVEMENT SPEED (<font color=\"#CC0099\">WEX</font>): <font color=\"#888888\">5%%/10%%/15%%/20%%/25%%/30%%/35%%/40%%</font>\nDELAYED DAMAGE (<font color=\"#FF6600\">EXORT</font>): <font color=\"#888888\">120/160/200/240/280/320/360/400</font>"
		//"DOTA_Tooltip_Ability_invoker_retro_soul_reaver_half_mana_cost_initial_damage"				  "INITIAL DAMAGE (<font color=\"#0099CC\">QUAS</font>):"
		//"DOTA_Tooltip_Ability_invoker_retro_soul_reaver_half_mana_cost_bonus_ms_tooltip"				  "BONUS MOVEMENT SPEED (<font color=\"#CC0099\">WEX</font>):"
		//"DOTA_Tooltip_Ability_invoker_retro_soul_reaver_half_mana_cost_after_damage"					  "DELAYED DAMAGE (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_soul_reaver_no_mana_cost"                                  "Soul Reaver"
		"DOTA_Tooltip_Ability_invoker_retro_soul_reaver_no_mana_cost_Description"                      "Invocação: <font color=\"#FF6600\">Exort</font> <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font>.\n\nInstantly deals damage to the target enemy unit.  For 8 seconds afterwards, Invoker's movement speed is increased.  After the 8 seconds are up, the target enemy unit is dealt more damage.  The initial damage increases per level of Quas, the movement speed bonus increases per level of Wex, and the delayed damage increases per level of Exort.\n\nINITIAL DAMAGE (<font color=\"#0099CC\">QUAS</font>): <font color=\"#888888\">50/100/150/200/250/300/350/400</font>\nBONUS MOVEMENT SPEED (<font color=\"#CC0099\">WEX</font>): <font color=\"#888888\">5%%/10%%/15%%/20%%/25%%/30%%/35%%/40%%</font>\nDELAYED DAMAGE (<font color=\"#FF6600\">EXORT</font>): <font color=\"#888888\">120/160/200/240/280/320/360/400</font>"
		//"DOTA_Tooltip_Ability_invoker_retro_soul_reaver_no_mana_cost_initial_damage"				  "INITIAL DAMAGE (<font color=\"#0099CC\">QUAS</font>):"
		//"DOTA_Tooltip_Ability_invoker_retro_soul_reaver_no_mana_cost_bonus_ms_tooltip"				  "BONUS MOVEMENT SPEED (<font color=\"#CC0099\">WEX</font>):"
		//"DOTA_Tooltip_Ability_invoker_retro_soul_reaver_no_mana_cost_after_damage"					  "DELAYED DAMAGE (<font color=\"#FF6600\">EXORT</font>):"
		
		"DOTA_Tooltip_modifier_invoker_retro_soul_reaver_movement_speed"                  "Soul Reaver"
		"DOTA_Tooltip_modifier_invoker_retro_soul_reaver_movement_speed_Description"      "Movement speed increased."
		
		"DOTA_Tooltip_modifier_invoker_retro_soul_reaver_damage"                 		  "Soul Reaver"
		"DOTA_Tooltip_modifier_invoker_retro_soul_reaver_damage_Description"     		  "Additional damage will be taken when this modifier expires."
		
		
		
		//Telelightning
		"DOTA_Tooltip_Ability_invoker_retro_telelightning"                        "Telelightning"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_Description"            "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font>.\n\nAfter a slightly extended cast animation, Invoker damages the target enemy unit and is moved to their position.  The cast range and damage both increase per level of Wex."
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_damage"                 "DANO (<font color=\"#CC0099\">WEX</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_cast_range"       	  "CAST RANGE (<font color=\"#CC0099\">WEX</font>):"	

		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_1_wex"                        "Telelightning"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_1_wex_Description"            "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font>.\n\nAfter a slightly extended cast animation, Invoker damages the target enemy unit and is moved to their position.  The cast range and damage both increase per level of Wex."
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_1_wex_damage"                 "DANO (<font color=\"#CC0099\">WEX</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_1_wex_cast_range"       	  "CAST RANGE (<font color=\"#CC0099\">WEX</font>):"		
		
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_2_wex"                        "Telelightning"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_2_wex_Description"            "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font>.\n\nAfter a slightly extended cast animation, Invoker damages the target enemy unit and is moved to their position.  The cast range and damage both increase per level of Wex."
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_2_wex_damage"                 "DANO (<font color=\"#CC0099\">WEX</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_2_wex_cast_range"       	  "CAST RANGE (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_3_wex"                        "Telelightning"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_3_wex_Description"            "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font>.\n\nAfter a slightly extended cast animation, Invoker damages the target enemy unit and is moved to their position.  The cast range and damage both increase per level of Wex."
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_3_wex_damage"                 "DANO (<font color=\"#CC0099\">WEX</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_3_wex_cast_range"       	  "CAST RANGE (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_4_wex"                        "Telelightning"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_4_wex_Description"            "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font>.\n\nAfter a slightly extended cast animation, Invoker damages the target enemy unit and is moved to their position.  The cast range and damage both increase per level of Wex."
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_4_wex_damage"                 "DANO (<font color=\"#CC0099\">WEX</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_4_wex_cast_range"       	  "CAST RANGE (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_5_wex"                        "Telelightning"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_5_wex_Description"            "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font>.\n\nAfter a slightly extended cast animation, Invoker damages the target enemy unit and is moved to their position.  The cast range and damage both increase per level of Wex."
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_5_wex_damage"                 "DANO (<font color=\"#CC0099\">WEX</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_5_wex_cast_range"       	  "CAST RANGE (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_6_wex"                        "Telelightning"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_6_wex_Description"            "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font>.\n\nAfter a slightly extended cast animation, Invoker damages the target enemy unit and is moved to their position.  The cast range and damage both increase per level of Wex."
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_6_wex_damage"                 "DANO (<font color=\"#CC0099\">WEX</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_6_wex_cast_range"       	  "CAST RANGE (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_7_wex"                        "Telelightning"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_7_wex_Description"            "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font>.\n\nAfter a slightly extended cast animation, Invoker damages the target enemy unit and is moved to their position.  The cast range and damage both increase per level of Wex."
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_7_wex_damage"                 "DANO (<font color=\"#CC0099\">WEX</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_7_wex_cast_range"       	  "CAST RANGE (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_8_wex"                        "Telelightning"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_8_wex_Description"            "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font>.\n\nAfter a slightly extended cast animation, Invoker damages the target enemy unit and is moved to their position.  The cast range and damage both increase per level of Wex."
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_8_wex_damage"                 "DANO (<font color=\"#CC0099\">WEX</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_8_wex_cast_range"       	  "CAST RANGE (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_1_wex_half_mana_cost"                        "Telelightning"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_1_wex_half_mana_cost_Description"            "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font>.\n\nAfter a slightly extended cast animation, Invoker damages the target enemy unit and is moved to their position.  The cast range and damage both increase per level of Wex."
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_1_wex_half_mana_cost_damage"                 "DANO (<font color=\"#CC0099\">WEX</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_1_wex_half_mana_cost_cast_range"       	  "CAST RANGE (<font color=\"#CC0099\">WEX</font>):"		
		
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_2_wex_half_mana_cost"                        "Telelightning"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_2_wex_half_mana_cost_Description"            "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font>.\n\nAfter a slightly extended cast animation, Invoker damages the target enemy unit and is moved to their position.  The cast range and damage both increase per level of Wex."
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_2_wex_half_mana_cost_damage"                 "DANO (<font color=\"#CC0099\">WEX</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_2_wex_half_mana_cost_cast_range"       	  "CAST RANGE (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_3_wex_half_mana_cost"                        "Telelightning"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_3_wex_half_mana_cost_Description"            "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font>.\n\nAfter a slightly extended cast animation, Invoker damages the target enemy unit and is moved to their position.  The cast range and damage both increase per level of Wex."
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_3_wex_half_mana_cost_damage"                 "DANO (<font color=\"#CC0099\">WEX</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_3_wex_half_mana_cost_cast_range"       	  "CAST RANGE (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_4_wex_half_mana_cost"                        "Telelightning"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_4_wex_half_mana_cost_Description"            "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font>.\n\nAfter a slightly extended cast animation, Invoker damages the target enemy unit and is moved to their position.  The cast range and damage both increase per level of Wex."
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_4_wex_half_mana_cost_damage"                 "DANO (<font color=\"#CC0099\">WEX</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_4_wex_half_mana_cost_cast_range"       	  "CAST RANGE (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_5_wex_half_mana_cost"                        "Telelightning"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_5_wex_half_mana_cost_Description"            "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font>.\n\nAfter a slightly extended cast animation, Invoker damages the target enemy unit and is moved to their position.  The cast range and damage both increase per level of Wex."
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_5_wex_half_mana_cost_damage"                 "DANO (<font color=\"#CC0099\">WEX</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_5_wex_half_mana_cost_cast_range"       	  "CAST RANGE (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_6_wex_half_mana_cost"                        "Telelightning"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_6_wex_half_mana_cost_Description"            "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font>.\n\nAfter a slightly extended cast animation, Invoker damages the target enemy unit and is moved to their position.  The cast range and damage both increase per level of Wex."
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_6_wex_half_mana_cost_damage"                 "DANO (<font color=\"#CC0099\">WEX</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_6_wex_half_mana_cost_cast_range"       	  "CAST RANGE (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_7_wex_half_mana_cost"                        "Telelightning"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_7_wex_half_mana_cost_Description"            "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font>.\n\nAfter a slightly extended cast animation, Invoker damages the target enemy unit and is moved to their position.  The cast range and damage both increase per level of Wex."
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_7_wex_half_mana_cost_damage"                 "DANO (<font color=\"#CC0099\">WEX</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_7_wex_half_mana_cost_cast_range"       	  "CAST RANGE (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_8_wex_half_mana_cost"                        "Telelightning"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_8_wex_half_mana_cost_Description"            "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font>.\n\nAfter a slightly extended cast animation, Invoker damages the target enemy unit and is moved to their position.  The cast range and damage both increase per level of Wex."
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_8_wex_half_mana_cost_damage"                 "DANO (<font color=\"#CC0099\">WEX</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_8_wex_half_mana_cost_cast_range"       	  "CAST RANGE (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_1_wex_no_mana_cost"                        "Telelightning"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_1_wex_no_mana_cost_Description"            "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font>.\n\nAfter a slightly extended cast animation, Invoker damages the target enemy unit and is moved to their position.  The cast range and damage both increase per level of Wex."
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_1_wex_no_mana_cost_damage"                 "DANO (<font color=\"#CC0099\">WEX</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_1_wex_no_mana_cost_cast_range"       	  "CAST RANGE (<font color=\"#CC0099\">WEX</font>):"		
		
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_2_wex_no_mana_cost"                        "Telelightning"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_2_wex_no_mana_cost_Description"            "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font>.\n\nAfter a slightly extended cast animation, Invoker damages the target enemy unit and is moved to their position.  The cast range and damage both increase per level of Wex."
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_2_wex_no_mana_cost_damage"                 "DANO (<font color=\"#CC0099\">WEX</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_2_wex_no_mana_cost_cast_range"       	  "CAST RANGE (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_3_wex_no_mana_cost"                        "Telelightning"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_3_wex_no_mana_cost_Description"            "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font>.\n\nAfter a slightly extended cast animation, Invoker damages the target enemy unit and is moved to their position.  The cast range and damage both increase per level of Wex."
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_3_wex_no_mana_cost_damage"                 "DANO (<font color=\"#CC0099\">WEX</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_3_wex_no_mana_cost_cast_range"       	  "CAST RANGE (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_4_wex_no_mana_cost"                        "Telelightning"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_4_wex_no_mana_cost_Description"            "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font>.\n\nAfter a slightly extended cast animation, Invoker damages the target enemy unit and is moved to their position.  The cast range and damage both increase per level of Wex."
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_4_wex_no_mana_cost_damage"                 "DANO (<font color=\"#CC0099\">WEX</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_4_wex_no_mana_cost_cast_range"       	  "CAST RANGE (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_5_wex_no_mana_cost"                        "Telelightning"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_5_wex_no_mana_cost_Description"            "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font>.\n\nAfter a slightly extended cast animation, Invoker damages the target enemy unit and is moved to their position.  The cast range and damage both increase per level of Wex."
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_5_wex_no_mana_cost_damage"                 "DANO (<font color=\"#CC0099\">WEX</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_5_wex_no_mana_cost_cast_range"       	  "CAST RANGE (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_6_wex_no_mana_cost"                        "Telelightning"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_6_wex_no_mana_cost_Description"            "Invocação: <font color=\"#CC0099\">Wex</font> <font color=\"#CC0099\">Wex</font> <font color=\"#0099CC\">Quas</font>.\n\nAfter a slightly extended cast animation, Invoker damages the target enemy unit and is moved to their position.  The cast range and damage both increase per level of Wex."
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_6_wex_no_mana_cost_damage"                 "DANO (<font color=\"#CC0099\">WEX</font>):"
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_6_wex_no_mana_cost_cast_range"       	  "CAST RANGE (<font color=\"#CC0099\">WEX</font>):"
		
		"DOTA_Tooltip_Ability_invoker_retro_telelightning_level_7_wex_no_mana_cost"                        "Telelightning"
